"date","geography","geography code","Passports held: Total: All usual residents; measures: Value","Passports held: Europe; measures: Value","Passports held: Europe: United Kingdom; measures: Value","Passports held: Europe: Ireland; measures: Value","Passports held: Europe: Other Europe; measures: Value","Passports held: Europe: Other Europe: EU Member countries; measures: Value","Passports held: Europe: Other Europe: EU Member countries: France; measures: Value","Passports held: Europe: Other Europe: EU Member countries: Germany; measures: Value","Passports held: Europe: Other Europe: EU Member countries: Italy; measures: Value","Passports held: Europe: Other Europe: EU Member countries: Portugal; measures: Value","Passports held: Europe: Other Europe: EU Member countries: Spain; measures: Value","Passports held: Europe: Other Europe: EU Member countries: Lithuania; measures: Value","Passports held: Europe: Other Europe: EU Member countries: Poland; measures: Value","Passports held: Europe: Other Europe: EU Member countries: Romania; measures: Value","Passports held: Europe: Other Europe: EU Member countries: Other EU countries; measures: Value","Passports held: Europe: Other Europe: Rest of Europe; measures: Value","Passports held: Europe: Other Europe: Rest of Europe: Turkey; measures: Value","Passports held: Europe: Other Europe: Rest of Europe: Other Europe; measures: Value","Passports held: Africa; measures: Value","Passports held: Africa: North Africa; measures: Value","Passports held: Africa: Central and Western Africa; measures: Value","Passports held: Africa: Central and Western Africa: Ghana; measures: Value","Passports held: Africa: Central and Western Africa: Nigeria; measures: Value","Passports held: Africa: Central and Western Africa: Other Central and Western Africa; measures: Value","Passports held: Africa: South and Eastern Africa; measures: Value","Passports held: Africa: South and Eastern Africa: Kenya; measures: Value","Passports held: Africa: South and Eastern Africa: Somalia; measures: Value","Passports held: Africa: South and Eastern Africa: South Africa; measures: Value","Passports held: Africa: South and Eastern Africa: Zimbabwe; measures: Value","Passports held: Africa: South and Eastern Africa: Other South and Eastern Africa; measures: Value","Passports held: Middle East and Asia; measures: Value","Passports held: Middle East and Asia: Middle East; measures: Value","Passports held: Middle East and Asia: Middle East: Iran; measures: Value","Passports held: Middle East and Asia: Middle East: Iraq; measures: Value","Passports held: Middle East and Asia: Middle East: Other Middle East; measures: Value","Passports held: Middle East and Asia: Eastern Asia; measures: Value","Passports held: Middle East and Asia: Eastern Asia: China; measures: Value","Passports held: Middle East and Asia: Eastern Asia: Hong Kong (Special Administrative Region of China); measures: Value","Passports held: Middle East and Asia: Eastern Asia: Japan; measures: Value","Passports held: Middle East and Asia: Eastern Asia: Other Eastern Asia; measures: Value","Passports held: Middle East and Asia: Southern Asia; measures: Value","Passports held: Middle East and Asia: Southern Asia: Afghanistan; measures: Value","Passports held: Middle East and Asia: Southern Asia: Bangladesh; measures: Value","Passports held: Middle East and Asia: Southern Asia: India; measures: Value","Passports held: Middle East and Asia: Southern Asia: Pakistan; measures: Value","Passports held: Middle East and Asia: Southern Asia: Sri Lanka; measures: Value","Passports held: Middle East and Asia: Southern Asia: Other Southern Asia; measures: Value","Passports held: Middle East and Asia: South-East Asia; measures: Value","Passports held: Middle East and Asia: South-East Asia: Malaysia; measures: Value","Passports held: Middle East and Asia: South-East Asia: Philippines; measures: Value","Passports held: Middle East and Asia: South-East Asia: Singapore; measures: Value","Passports held: Middle East and Asia: South-East Asia: Other South-East Asia; measures: Value","Passports held: Middle East and Asia: Central Asia; measures: Value","Passports held: The Americas and the Caribbean; measures: Value","Passports held: The Americas and the Caribbean: North America; measures: Value","Passports held: The Americas and the Caribbean: North America: Canada; measures: Value","Passports held: The Americas and the Caribbean: North America: United States; measures: Value","Passports held: The Americas and the Caribbean: Central America; measures: Value","Passports held: The Americas and the Caribbean: South America; measures: Value","Passports held: The Americas and the Caribbean: The Caribbean; measures: Value","Passports held: The Americas and the Caribbean: The Caribbean: Jamaica; measures: Value","Passports held: The Americas and the Caribbean: The Caribbean: Other Caribbean; measures: Value","Passports held: Antarctica and Oceania; measures: Value","Passports held: Antarctica and Oceania: Australasia; measures: Value","Passports held: Antarctica and Oceania: Australasia: Australia; measures: Value","Passports held: Antarctica and Oceania: Australasia: New Zealand; measures: Value","Passports held: Antarctica and Oceania: Other Antarctica and Oceania; measures: Value","Passports held: British Overseas Territories; measures: Value","Passports held: No passport held; measures: Value"
2021,"Redbridge 022","E02000772",8383,6964,5675,43,1246,1191,35,33,222,85,41,85,76,397,217,55,2,53,109,11,49,13,22,14,49,24,0,3,3,19,850,1,0,0,1,14,12,0,2,0,779,4,122,440,193,20,0,55,3,49,0,3,1,27,8,3,5,0,7,12,8,4,6,6,3,3,0,0,427
2021,"Redbridge 023","E02000773",10736,9165,7844,25,1296,1244,110,87,238,66,28,82,43,399,191,52,5,47,129,13,61,15,40,6,55,18,2,3,4,28,940,6,2,0,4,14,13,0,1,0,906,3,159,418,226,98,2,14,4,8,0,2,0,40,22,5,17,1,10,7,5,2,2,2,0,2,0,0,460
2021,"Redbridge 024","E02000774",8107,6775,5225,56,1494,1450,39,31,230,103,91,96,92,589,179,44,2,42,64,8,39,6,28,5,17,2,0,1,2,12,834,6,4,2,0,13,9,4,0,0,808,5,129,444,193,37,0,6,2,2,0,2,1,35,11,3,8,6,6,12,7,5,1,1,1,0,0,0,398
2021,"Redbridge 026","E02000776",7038,6063,4897,38,1128,1076,33,35,284,55,36,67,50,384,132,52,11,41,71,13,37,2,30,5,21,6,0,4,0,11,604,4,1,0,3,12,7,0,4,1,571,2,122,297,130,16,4,17,6,5,3,3,0,21,8,2,6,1,7,5,2,3,4,4,2,2,0,0,275
2021,"Redbridge 027","E02000777",6004,5514,4878,127,509,490,26,25,62,26,19,38,60,107,127,19,4,15,39,6,25,7,16,2,8,1,0,0,1,6,125,7,2,0,5,17,7,0,9,1,89,0,25,31,32,1,0,8,0,1,0,7,4,33,13,5,8,0,17,3,2,1,8,8,7,1,0,0,285
2021,"Redbridge 029","E02000779",8421,6530,4701,50,1779,1699,50,38,454,135,97,115,130,454,226,80,16,64,101,14,59,12,36,11,28,2,3,1,4,18,1255,22,1,1,20,7,5,0,2,0,1192,1,261,619,282,25,4,34,7,13,0,14,0,40,10,4,6,2,8,20,10,10,5,5,5,0,0,0,490
2021,"Redbridge 031","E02000781",16294,14107,12244,110,1753,1667,70,39,290,71,112,156,68,642,219,86,1,85,174,6,69,16,38,15,99,5,0,1,2,91,1124,1,0,0,1,3,2,0,1,0,1110,7,122,468,459,54,0,10,4,3,3,0,0,47,13,9,4,2,18,14,9,5,5,5,4,1,0,0,837
2021,"Redbridge 032","E02000782",11487,8950,6998,54,1898,1834,79,66,421,165,82,149,98,535,239,64,13,51,174,22,107,21,70,16,45,1,0,5,2,37,1714,11,4,0,7,12,9,3,0,0,1667,11,223,948,439,45,1,24,5,8,0,11,0,49,16,5,11,2,5,26,18,8,3,3,3,0,0,0,597
2021,"Redbridge 033","E02000783",7399,6166,4855,28,1283,1259,50,42,247,43,73,63,49,520,172,24,1,23,106,16,62,17,36,9,28,8,0,4,0,16,696,12,6,1,5,5,2,0,1,2,675,4,115,206,299,51,0,4,2,1,1,0,0,59,5,2,3,0,42,12,5,7,3,3,3,0,0,0,369
2021,"Redbridge 034","E02006800",14680,12298,9907,86,2305,2208,51,34,450,128,94,176,138,837,300,97,3,94,184,14,118,23,78,17,52,11,0,12,7,22,1400,11,5,2,4,10,7,1,0,2,1330,10,228,668,387,31,6,49,7,29,1,12,0,52,13,7,6,0,8,31,12,19,15,15,13,2,0,1,730
2021,"Redbridge 035","E02006924",13601,11977,10263,57,1657,1567,62,29,217,40,42,135,88,674,280,90,22,68,105,15,48,15,25,8,42,6,0,3,2,31,973,4,2,1,1,13,7,0,6,0,932,14,136,493,259,23,7,24,12,7,1,4,0,30,22,6,16,0,5,3,3,0,9,9,6,3,0,0,507
2021,"Redbridge 036","E02006925",14419,13237,11908,48,1281,1203,66,44,112,36,27,57,44,576,241,78,5,73,73,10,38,2,29,7,25,4,0,2,2,17,653,16,8,0,8,16,12,1,3,0,587,6,74,277,152,78,0,33,16,7,7,3,1,33,14,11,3,0,15,4,4,0,15,15,14,1,0,0,408
2021,"Redbridge 037","E02007017",8814,7808,6972,50,786,754,26,44,90,38,25,57,48,309,117,32,5,27,100,15,68,14,45,9,17,6,0,0,1,10,424,3,0,0,3,12,6,4,1,1,398,0,78,160,132,25,3,11,4,4,1,2,0,25,6,4,2,0,6,13,9,4,4,4,3,1,0,0,453
2021,"Redbridge 038","E02007018",7269,6188,5123,47,1018,953,31,15,127,67,71,69,71,380,122,65,5,60,167,15,121,21,88,12,31,7,1,2,8,13,465,5,1,1,3,13,7,4,1,1,429,2,104,179,116,26,2,18,4,7,0,7,0,33,2,1,1,0,10,21,15,6,1,1,1,0,0,0,415
2021,"Redbridge 039","E02007019",7160,4831,3266,25,1540,1491,30,23,519,113,81,105,75,341,204,49,12,37,96,15,53,19,27,7,28,1,0,1,6,20,1812,13,4,5,4,6,5,0,0,1,1776,9,228,1311,199,23,6,17,1,9,0,7,0,48,19,5,14,1,9,19,14,5,6,6,6,0,0,0,367
2021,"Redbridge 040","E02007020",9840,8055,6580,31,1444,1415,59,69,327,133,72,87,37,459,172,29,1,28,101,15,48,12,24,12,38,2,0,2,0,34,1144,0,0,0,0,7,2,0,2,3,1126,13,134,518,425,36,0,11,5,4,0,2,0,32,4,0,4,9,2,17,17,0,3,3,2,1,0,0,505
2021,"Richmond upon Thames 001","E02000784",10133,9336,7946,195,1195,1061,98,93,129,37,100,19,81,22,482,134,41,93,52,6,5,0,3,2,41,2,0,34,1,4,205,23,9,1,13,101,44,7,39,11,31,2,0,26,1,2,0,50,8,29,6,7,0,191,155,19,136,5,29,2,0,2,76,76,61,15,0,0,273
2021,"Richmond upon Thames 002","E02000785",9720,8848,7694,166,988,842,103,83,119,40,78,22,67,24,306,146,61,85,30,2,4,1,0,3,24,1,0,22,0,1,218,35,19,6,10,92,24,9,44,15,52,0,3,46,2,1,0,33,11,4,6,12,6,277,199,33,166,13,61,4,0,4,115,115,99,16,0,0,232
2021,"Richmond upon Thames 003","E02000786",11368,10295,8913,227,1155,998,85,58,172,38,85,23,125,27,385,157,112,45,88,14,7,4,3,0,67,1,0,57,6,3,208,32,10,1,21,54,30,5,15,4,72,2,4,47,11,6,2,50,10,20,3,17,0,221,141,24,117,5,68,7,2,5,112,111,70,41,1,0,444
2021,"Richmond upon Thames 004","E02000787",12088,10704,8952,223,1529,1261,117,95,191,68,179,38,130,43,400,268,123,145,99,30,24,1,6,17,45,0,0,28,6,11,391,45,24,2,19,168,65,29,58,16,122,0,3,90,24,4,1,54,10,10,12,22,2,263,140,27,113,14,94,15,3,12,89,89,54,35,0,0,542
2021,"Richmond upon Thames 005","E02000788",9090,8341,7242,155,944,808,64,105,105,42,81,16,78,34,283,136,73,63,40,6,8,2,1,5,26,0,0,24,0,2,202,28,3,4,21,66,24,4,29,9,63,0,2,45,9,6,1,44,12,16,3,13,1,173,98,20,78,1,72,2,2,0,76,76,59,17,0,0,258
2021,"Richmond upon Thames 006","E02000789",6303,5661,4746,133,782,633,55,86,85,27,65,6,61,35,213,149,92,57,48,7,0,0,0,0,41,0,0,33,7,1,183,25,9,0,16,69,30,8,21,10,63,5,3,53,0,2,0,23,4,4,7,8,3,169,114,20,94,6,46,3,0,3,54,54,42,12,0,0,188
2021,"Richmond upon Thames 007","E02000790",6584,6063,5268,167,628,534,46,66,81,17,59,17,62,9,177,94,61,33,49,9,8,4,1,3,32,0,0,31,0,1,119,2,0,0,2,56,24,14,18,0,44,1,0,38,1,4,0,17,7,6,2,2,0,108,83,20,63,4,13,8,0,8,79,79,63,16,0,0,166
2021,"Richmond upon Thames 008","E02000791",6468,5733,4464,149,1120,883,108,83,141,59,80,7,46,35,324,237,129,108,48,11,6,4,0,2,31,0,0,31,0,0,243,20,5,0,15,109,64,12,21,12,71,0,1,60,7,3,0,34,13,7,10,4,9,216,177,25,152,7,26,6,1,5,99,99,78,21,0,0,129
2021,"Richmond upon Thames 009","E02000792",7151,6573,5437,153,983,751,70,105,132,27,54,20,85,29,229,232,149,83,49,11,5,2,1,2,33,0,0,30,1,2,109,12,3,0,9,57,13,11,28,5,23,4,1,14,3,1,0,12,3,5,0,4,5,134,95,12,83,4,33,2,1,1,81,81,67,14,0,0,205
2021,"Richmond upon Thames 010","E02000793",8108,7344,6392,194,758,688,29,27,66,35,52,21,208,72,178,70,30,40,45,8,16,4,8,4,21,2,0,12,4,3,129,3,1,0,2,29,17,1,11,0,77,12,10,32,8,4,11,20,4,7,1,8,0,49,24,6,18,1,18,6,3,3,21,21,11,10,0,0,520
2021,"Richmond upon Thames 011","E02000794",7014,6448,5567,156,725,610,45,41,85,49,56,12,87,60,175,115,64,51,38,7,4,0,3,1,27,1,0,22,0,4,124,8,4,0,4,47,24,13,8,2,53,5,0,36,1,8,3,16,6,0,1,9,0,94,47,19,28,4,37,6,1,5,57,57,35,22,0,0,253
2021,"Richmond upon Thames 012","E02000795",6922,6344,5447,106,791,703,27,241,62,29,47,8,36,32,221,88,41,47,23,4,0,0,0,0,19,0,0,17,2,0,119,9,2,0,7,58,35,2,12,9,24,2,4,15,2,1,0,22,9,7,2,4,6,161,116,26,90,4,41,0,0,0,47,47,40,7,0,0,228
2021,"Richmond upon Thames 013","E02000796",11094,9794,8564,173,1057,999,37,32,106,85,58,48,278,137,218,58,19,39,89,12,38,15,21,2,39,3,0,15,12,9,370,4,2,1,1,24,16,1,7,0,322,37,10,181,50,27,17,20,1,13,2,4,0,60,35,7,28,0,14,11,5,6,9,9,7,2,0,0,772
2021,"Richmond upon Thames 014","E02000797",7866,7248,6178,209,861,716,58,48,155,43,54,27,58,34,239,145,87,58,51,6,8,2,2,4,37,1,0,28,1,7,121,16,5,0,11,51,10,12,18,11,33,5,1,13,7,5,2,17,9,1,3,4,4,119,74,13,61,3,40,2,0,2,66,66,50,16,0,0,261
2021,"Richmond upon Thames 015","E02000798",11302,10344,9158,214,972,901,70,56,174,46,91,27,136,78,223,71,33,38,75,16,20,4,13,3,39,0,0,30,3,6,144,8,2,0,6,32,11,4,16,1,81,1,2,60,12,6,0,23,7,6,1,9,0,100,55,20,35,4,37,4,3,1,80,80,58,22,0,0,559
2021,"Richmond upon Thames 016","E02000799",6603,6138,5526,161,451,390,24,35,54,37,28,13,40,14,145,61,34,27,30,5,3,0,1,2,22,0,0,19,0,3,111,11,8,0,3,53,21,15,13,4,31,2,0,25,3,1,0,16,3,2,1,10,0,85,57,15,42,2,25,1,0,1,42,42,37,5,0,0,197
2021,"Richmond upon Thames 017","E02000800",5408,4863,4167,59,637,548,24,137,69,36,48,15,67,21,131,89,50,39,45,6,2,0,1,1,37,5,0,27,3,2,93,17,11,0,6,35,10,10,9,6,31,5,4,5,9,8,0,10,4,2,1,3,0,42,20,4,16,2,17,3,1,2,25,25,19,6,0,0,340
2021,"Richmond upon Thames 018","E02000801",7109,6590,5936,142,512,448,43,45,56,33,36,11,67,22,135,64,26,38,49,14,12,2,3,7,23,2,0,19,1,1,80,13,0,2,11,29,13,5,9,2,24,1,2,18,0,1,2,11,6,4,0,1,3,94,60,11,49,7,26,1,0,1,32,32,25,7,0,0,264
2021,"Richmond upon Thames 019","E02000802",7025,6458,5832,135,491,437,40,38,45,23,23,13,81,21,153,54,23,31,40,4,12,2,7,3,24,0,0,19,0,5,68,6,2,0,4,25,15,3,7,0,23,1,0,12,4,2,4,11,3,2,1,5,3,82,51,10,41,1,26,4,0,4,33,33,21,12,0,0,344
2021,"Richmond upon Thames 020","E02000803",9714,8693,7794,150,749,699,36,36,72,70,31,48,140,30,236,50,17,33,79,15,13,7,4,2,51,0,1,29,11,10,163,6,3,0,3,40,25,4,11,0,80,5,3,55,12,5,0,37,14,7,4,12,0,74,36,10,26,2,33,3,0,3,17,17,5,12,0,0,688
2021,"Richmond upon Thames 021","E02000804",7154,6581,5918,127,536,464,32,43,85,27,39,13,77,12,136,72,37,35,29,7,3,0,3,0,19,0,0,17,0,2,86,9,4,2,3,38,28,0,10,0,16,0,0,12,0,1,3,23,8,4,0,11,0,101,66,14,52,8,23,4,0,4,46,46,26,20,0,0,311
2021,"Richmond upon Thames 022","E02000805",10745,9924,8870,196,858,760,63,85,103,65,61,22,80,41,240,98,56,42,47,3,10,3,6,1,34,0,0,25,5,4,180,16,8,0,8,64,28,5,16,15,74,1,2,61,4,4,2,23,4,7,5,7,3,126,72,23,49,6,45,3,2,1,69,69,50,19,0,0,399
2021,"Richmond upon Thames 023","E02000806",10299,9466,8726,131,609,546,37,26,65,27,45,23,72,26,225,63,14,49,73,9,4,1,2,1,60,0,0,30,23,7,110,12,5,1,6,32,14,3,12,3,39,3,1,26,6,2,1,23,6,9,7,1,4,89,70,10,60,1,15,3,0,3,34,33,27,6,1,0,527
2021,"Southwark 001","E02000807",8226,7112,5392,151,1569,1446,156,67,339,85,157,57,113,78,394,123,18,105,106,15,43,5,25,13,48,0,0,34,6,8,455,10,4,1,5,171,100,12,28,31,152,7,5,125,15,0,0,116,40,11,35,30,6,214,116,40,76,6,84,8,5,3,62,62,44,18,0,0,277
2021,"Southwark 002","E02000808",10166,8294,6314,187,1793,1629,289,134,310,96,175,26,92,56,451,164,17,147,148,35,78,21,41,16,35,1,1,20,2,11,865,36,3,2,31,478,318,51,42,67,173,5,8,141,15,3,1,171,67,17,60,27,7,414,305,90,215,13,84,12,6,6,125,125,94,31,0,0,320
2021,"Southwark 004","E02000810",11892,10229,8121,160,1948,1846,212,89,442,100,301,50,136,70,446,102,22,80,283,33,198,33,110,55,52,4,0,11,10,27,277,12,4,0,8,80,41,4,17,18,116,2,9,94,2,9,0,68,20,14,17,17,1,317,145,45,100,11,122,39,29,10,100,100,81,19,0,0,686
2021,"Southwark 006","E02000812",10796,9208,7465,185,1558,1467,182,98,298,82,283,45,78,57,344,91,20,71,272,24,196,39,110,47,52,5,0,18,3,26,294,7,0,1,6,101,54,12,11,24,114,7,20,76,9,0,2,70,13,17,24,16,2,328,161,48,113,26,121,20,14,6,80,73,53,20,7,0,614
2021,"Southwark 007","E02000813",10222,8461,6374,155,1932,1756,201,65,355,112,248,73,172,86,444,176,33,143,279,41,203,33,121,49,35,3,0,9,6,17,445,19,3,0,16,181,88,44,14,35,128,7,12,90,13,1,5,113,53,18,13,29,4,292,100,45,55,5,165,22,18,4,64,64,41,23,0,0,681
2021,"Southwark 008","E02000814",10292,8981,6556,156,2269,2056,235,86,519,100,219,97,128,134,538,213,58,155,146,26,96,15,68,13,24,2,0,10,3,9,446,32,8,3,21,180,118,16,16,30,140,6,4,114,12,2,2,86,31,23,14,18,8,266,107,39,68,6,129,24,17,7,68,67,48,19,1,0,385
2021,"Southwark 009","E02000815",7618,6267,4821,134,1312,1234,153,101,190,72,305,21,64,40,288,78,7,71,214,40,143,35,72,36,31,1,0,6,4,20,588,34,15,1,18,320,242,31,10,37,121,1,23,79,14,2,2,107,39,26,21,21,6,238,112,27,85,8,95,23,17,6,75,75,56,19,0,0,236
2021,"Southwark 010","E02000816",9612,8106,6197,159,1750,1669,106,60,394,113,353,46,109,106,382,81,8,73,261,22,201,36,117,48,38,0,0,12,6,20,205,12,6,4,2,51,26,8,9,8,92,19,20,50,2,0,1,46,14,16,6,10,4,264,67,15,52,6,151,40,30,10,50,50,29,21,0,0,726
2021,"Southwark 011","E02000817",6823,5664,4629,70,965,929,71,16,200,42,191,37,95,63,214,36,3,33,179,13,138,27,68,43,28,0,0,11,3,14,149,6,2,1,3,50,34,3,12,1,58,0,22,33,1,2,0,28,6,12,1,9,7,151,21,4,17,4,95,31,20,11,25,25,18,7,0,0,655
2021,"Southwark 012","E02000818",9791,8335,6676,156,1503,1413,161,70,259,98,336,34,111,67,277,90,29,61,288,25,225,44,128,53,38,3,1,10,6,18,364,13,1,2,10,172,124,14,16,18,94,8,13,52,17,3,1,74,20,37,3,14,11,259,75,19,56,6,140,38,21,17,61,61,48,13,0,0,484
2021,"Southwark 013","E02000819",8496,7175,5835,89,1251,1205,102,53,200,91,344,29,95,56,235,46,10,36,318,20,260,41,152,67,38,5,2,4,5,22,154,4,1,0,3,53,40,1,7,5,51,11,12,19,5,2,2,43,5,23,3,12,3,266,50,14,36,14,160,42,26,16,22,21,11,10,1,0,561
2021,"Southwark 014","E02000820",9246,7906,6425,146,1335,1259,168,46,238,106,263,25,93,41,279,76,24,52,228,18,182,44,78,60,28,3,0,6,0,19,351,13,2,2,9,212,155,24,11,22,46,3,9,33,1,0,0,77,28,14,14,21,3,227,94,37,57,8,84,41,20,21,40,40,32,8,0,0,494
2021,"Southwark 015","E02000821",9356,7744,5653,75,2016,1960,77,71,232,142,979,12,101,71,275,56,25,31,435,6,403,63,238,102,26,0,1,2,0,23,168,7,3,0,4,27,20,1,1,5,73,6,23,21,23,0,0,60,16,28,3,13,1,458,54,24,30,27,243,134,79,55,40,40,16,24,0,0,511
2021,"Southwark 016","E02000822",6717,5599,4534,98,967,938,82,23,156,80,310,13,73,40,161,29,6,23,291,13,254,63,126,65,24,1,3,4,1,15,148,18,6,9,3,40,31,3,2,4,53,3,13,28,9,0,0,37,12,16,0,9,0,203,25,4,21,7,121,50,30,20,13,13,5,8,0,0,463
2021,"Southwark 017","E02000823",8683,7523,6113,114,1296,1251,134,42,192,113,414,18,56,43,239,45,11,34,271,15,225,44,133,48,31,7,1,12,4,7,105,1,1,0,0,23,9,4,4,6,30,1,2,12,12,2,1,47,10,27,3,7,4,296,50,17,33,2,192,52,27,25,32,32,18,14,0,0,456
2021,"Southwark 018","E02000824",9903,8175,6916,94,1165,1122,93,50,145,138,359,26,70,36,205,43,10,33,584,26,521,108,286,127,37,4,1,2,6,24,202,6,1,1,4,45,32,1,7,5,86,5,15,46,13,5,2,60,14,27,2,17,5,273,29,7,22,7,159,78,61,17,17,17,15,2,0,0,652
2021,"Southwark 019","E02000825",10222,8759,7495,86,1178,1142,116,24,158,174,354,18,82,37,179,36,20,16,521,15,467,71,299,97,39,7,2,4,5,21,162,9,3,0,6,65,46,10,2,7,54,4,12,31,6,0,1,34,8,8,4,14,0,251,30,12,18,5,133,83,58,25,11,11,8,3,0,0,518
2021,"Southwark 020","E02000826",9886,8507,7063,126,1318,1257,111,59,139,91,446,19,68,39,285,61,10,51,307,13,253,64,123,66,41,2,0,7,9,23,202,13,0,1,12,64,40,3,12,9,53,2,3,35,9,1,3,72,9,44,5,14,0,305,51,19,32,10,173,71,35,36,47,47,32,15,0,0,518
2021,"Southwark 021","E02000827",11310,9677,7926,168,1583,1538,138,52,200,125,588,30,74,44,287,45,4,41,464,22,396,86,189,121,46,3,0,8,3,32,250,11,2,0,9,64,45,3,8,8,72,24,6,28,14,0,0,103,14,62,2,25,0,376,53,13,40,7,226,90,77,13,42,42,35,7,0,0,501
2021,"Southwark 022","E02000828",8814,7353,6150,107,1096,1064,97,39,134,104,400,16,81,36,157,32,9,23,396,10,360,63,227,70,26,3,0,5,3,15,178,8,1,2,5,54,45,3,5,1,62,3,8,31,15,3,2,50,8,29,1,12,4,306,40,12,28,3,168,95,69,26,22,22,14,8,0,0,559
2021,"Southwark 023","E02000829",10920,9386,8251,140,995,956,101,40,126,56,280,32,67,44,210,39,7,32,359,15,299,55,177,67,45,12,0,8,5,20,139,11,2,4,5,21,15,0,3,3,56,3,26,15,12,0,0,50,7,16,2,25,1,243,64,15,49,12,98,69,54,15,58,58,35,23,0,0,735
2021,"Southwark 024","E02000830",8886,7909,6841,135,933,890,90,60,127,80,260,17,47,38,171,43,8,35,146,14,113,24,65,24,19,1,0,9,2,7,213,14,5,0,9,41,22,2,14,3,46,3,8,30,3,2,0,112,12,95,3,2,0,250,84,31,53,7,126,33,23,10,47,47,36,11,0,0,321
2021,"Southwark 025","E02000831",9357,8402,7420,152,830,803,114,49,109,48,232,11,64,9,167,27,8,19,178,10,134,16,96,22,34,0,0,8,1,25,91,5,0,0,5,29,11,1,10,7,35,1,7,17,10,0,0,21,5,11,1,4,1,203,73,11,62,8,76,46,25,21,72,72,41,31,0,0,411
2021,"Southwark 026","E02000832",9688,8362,7487,138,737,699,82,36,86,50,173,18,55,46,153,38,8,30,270,20,219,43,138,38,31,6,1,2,0,22,76,6,0,2,4,14,8,0,5,1,32,2,11,14,5,0,0,24,9,3,3,9,0,208,49,13,36,5,73,81,66,15,32,32,20,12,0,0,740
2021,"Southwark 027","E02000833",7489,6304,5486,103,715,685,85,48,107,58,168,8,68,9,134,30,7,23,298,17,251,52,167,32,30,2,0,8,7,13,304,12,2,1,9,27,16,2,5,4,91,11,2,69,4,3,2,174,13,149,1,11,0,177,46,15,31,9,66,56,43,13,26,26,19,7,0,0,380
2021,"Southwark 028","E02000834",9391,8585,7686,222,677,641,78,47,129,54,92,15,38,26,162,36,8,28,97,8,63,15,35,13,26,0,0,15,1,10,117,2,1,0,1,30,12,0,15,3,27,1,3,20,1,2,0,58,7,45,2,4,0,144,67,17,50,8,43,26,21,5,66,66,54,12,0,1,381
2021,"Southwark 029","E02000835",7677,6954,6270,146,538,518,58,32,86,28,94,11,43,28,138,20,6,14,109,5,95,21,58,16,9,1,0,3,0,5,41,11,3,3,5,6,0,0,6,0,17,0,2,7,6,2,0,7,1,5,1,0,0,130,46,12,34,3,50,31,26,5,32,32,24,8,0,0,411
2021,"Southwark 030","E02000836",8296,7624,6913,184,527,491,67,56,68,34,90,7,34,22,113,36,7,29,54,2,41,12,20,9,11,1,0,6,2,2,115,0,0,0,0,34,23,0,9,2,30,0,17,8,4,0,1,51,11,31,5,4,0,144,80,21,59,7,46,11,9,2,65,65,53,12,0,0,294
2021,"Southwark 031","E02000837",8559,8013,7383,159,471,432,73,46,53,19,66,14,24,13,124,39,8,31,31,2,19,3,13,3,10,0,0,10,0,0,108,19,3,0,16,57,37,2,16,2,18,0,0,12,5,1,0,13,9,1,2,1,1,127,92,16,76,1,28,6,3,3,50,50,39,11,0,0,230
2021,"Southwark 032","E02000838",9502,8492,7452,194,846,814,71,47,147,85,176,17,67,39,165,32,7,25,152,9,117,27,77,13,26,5,0,13,0,8,164,12,0,0,12,30,11,0,10,9,61,1,5,33,19,3,0,60,9,44,3,4,1,137,53,7,46,5,52,27,18,9,62,62,43,19,0,0,495
2021,"Southwark 033","E02000839",8481,7446,6602,119,725,694,81,42,106,53,139,11,55,37,170,31,11,20,169,8,141,27,77,37,20,5,0,5,0,10,207,13,6,0,7,114,74,20,5,15,39,0,0,20,14,2,3,39,14,9,9,7,2,143,49,20,29,1,56,37,33,4,53,53,35,18,0,0,463
2021,"Southwark 034","E02006802",9272,7857,6288,150,1419,1299,168,85,219,73,220,19,98,43,374,120,19,101,189,26,137,47,59,31,26,3,0,10,0,13,542,43,12,4,27,275,225,15,10,25,117,2,22,79,9,0,5,104,47,12,18,27,3,229,141,57,84,4,62,22,17,5,66,61,39,22,5,0,389
2021,"Southwark 035","E02006941",5312,4306,3190,140,976,882,163,90,181,44,74,20,30,27,253,94,11,83,60,17,18,3,9,6,25,1,0,16,2,6,415,19,3,0,16,144,69,12,39,24,187,0,0,172,8,3,4,57,16,13,16,12,8,301,232,51,181,8,51,10,7,3,127,127,104,23,0,0,103
2021,"Southwark 036","E02006942",6751,5673,4410,142,1121,1047,189,70,216,57,129,32,57,35,262,74,10,64,145,12,84,16,37,31,49,3,2,25,7,12,271,23,6,1,16,95,57,12,10,16,86,3,7,63,8,3,2,60,17,12,15,16,7,240,156,48,108,20,58,6,6,0,109,109,92,17,0,0,313
2021,"Sutton 001","E02000840",9320,7748,6755,55,938,867,39,51,48,97,45,52,230,114,191,71,19,52,101,9,57,32,19,6,35,2,0,14,4,15,282,3,0,1,2,24,15,3,5,1,216,2,6,67,62,50,29,39,6,28,0,5,0,40,9,1,8,0,21,10,8,2,4,4,2,2,0,0,1145
