"date","geography","geography code","Communal establishment management and type: Total: All usual residents in communal establishments","Communal establishment management and type: Medical and care establishment","Communal establishment management and type: Medical and care establishment:NHS","Communal establishment management and type: Medical and care establishment: NHS: General hospital","Communal establishment management and type: Medical and care establishment: NHS: Mental health hospital or unit (including secure units)","Communal establishment management and type: Medical and care establishment: NHS: Other hospital","Communal establishment management and type: Medical and care establishment:Local Authority","Communal establishment management and type: Medical and care establishment: Local Authority: Children's home (including secure units)","Communal establishment management and type: Medical and care establishment: Local Authority: Care home with nursing","Communal establishment management and type: Medical and care establishment: Local Authority: Care home without nursing","Communal establishment management and type: Medical and care establishment: Local Authority: Other home","Communal establishment management and type: Medical and care establishment:Registered Social Landlord or Housing Association","Communal establishment management and type: Medical and care establishment: Registered Social Landlord or Housing Association: Home or hostel","Communal establishment management and type: Medical and care establishment:Other","Communal establishment management and type: Medical and care establishment: Other: Care home with nursing","Communal establishment management and type: Medical and care establishment: Other: Care home without nursing","Communal establishment management and type: Medical and care establishment: Other: Children's home (including secure units)","Communal establishment management and type: Medical and care establishment: Other: Mental health hospital or unit (including secure units)","Communal establishment management and type: Medical and care establishment: Other: Other hospital","Communal establishment management and type: Medical and care establishment: Other: Other establishment","Communal establishment management and type: Other establishment","Communal establishment management and type: Other establishment: Defence","Communal establishment management and type: Other establishment: Prison service","Communal establishment management and type: Other establishment: Approved premises (probation or bail hostel)","Communal establishment management and type: Other establishment: Detention centres and other detention","Communal establishment management and type: Other establishment: Education","Communal establishment management and type: Other establishment: Hotel, guest house, B&B or youth hostel","Communal establishment management and type: Other establishment: Hostel or temporary shelter for the homeless","Communal establishment management and type: Other establishment: Holiday accommodation","Communal establishment management and type: Other establishment: Other travel or temporary accommodation","Communal establishment management and type: Other establishment: Religious","Communal establishment management and type: Other establishment: Staff or worker accommodation or Other","Communal establishment management and type: Establishment not stated"
2021,"Havering 028","E02000491",44,44,0,0,0,0,0,0,0,0,0,0,0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Havering 029","E02000492",26,26,0,0,0,0,0,0,0,0,0,0,0,26,11,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Havering 030","E02000493",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021,"Hillingdon 001","E02000494",126,92,0,0,0,0,0,0,0,0,0,0,0,92,65,12,0,0,0,15,10,0,0,0,0,10,0,0,0,0,0,0,24
2021,"Hillingdon 002","E02000495",45,42,0,0,0,0,0,0,0,0,0,0,0,42,15,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2021,"Hillingdon 003","E02000496",147,132,58,0,0,58,0,0,0,0,0,0,0,74,67,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
2021,"Hillingdon 004","E02000497",77,74,0,0,0,0,0,0,0,0,0,0,0,74,50,24,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
2021,"Hillingdon 005","E02000498",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Hillingdon 006","E02000499",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Hillingdon 007","E02000500",42,42,0,0,0,0,0,0,0,0,0,0,0,42,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Hillingdon 008","E02000501",54,54,0,0,0,0,0,0,0,0,0,0,0,54,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Hillingdon 009","E02000502",55,52,0,0,0,0,0,0,0,0,0,0,0,52,35,17,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1
2021,"Hillingdon 010","E02000503",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Hillingdon 011","E02000504",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Hillingdon 013","E02000506",67,65,0,0,0,0,0,0,0,0,0,0,0,65,27,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2021,"Hillingdon 014","E02000507",49,49,0,0,0,0,0,0,0,0,0,0,0,49,1,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Hillingdon 015","E02000508",1481,63,0,0,0,0,0,0,0,0,0,0,0,63,6,18,0,0,0,39,1404,0,0,0,0,1400,4,0,0,0,0,0,14
2021,"Hillingdon 016","E02000509",2074,16,0,0,0,0,0,0,0,0,0,0,0,16,0,11,5,0,0,0,2048,0,0,0,0,2036,0,0,0,0,0,12,10
2021,"Hillingdon 017","E02000510",196,58,0,0,0,0,21,0,0,21,0,0,0,37,37,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,2,129
2021,"Hillingdon 018","E02000511",72,72,0,0,0,0,0,0,0,0,0,0,0,72,60,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Hillingdon 019","E02000512",23,23,0,0,0,0,0,0,0,0,0,0,0,23,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Hillingdon 020","E02000513",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Hillingdon 021","E02000514",9,5,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2021,"Hillingdon 022","E02000515",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2021,"Hillingdon 023","E02000516",19,19,0,0,0,0,0,0,0,0,0,0,0,19,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Hillingdon 024","E02000517",138,121,0,0,0,0,0,0,0,0,0,0,0,121,118,3,0,0,0,0,12,0,0,0,0,0,12,0,0,0,0,0,5
2021,"Hillingdon 025","E02000518",6,6,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Hillingdon 026","E02000519",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0
2021,"Hillingdon 027","E02000520",102,49,0,0,0,0,0,0,0,0,0,0,0,49,49,0,0,0,0,0,53,0,0,0,0,0,1,0,0,50,0,2,0
2021,"Hillingdon 028","E02000521",97,69,0,0,0,0,0,0,0,0,0,0,0,69,69,0,0,0,0,0,18,0,0,0,0,0,18,0,0,0,0,0,10
2021,"Hillingdon 029","E02000522",107,89,0,0,0,0,27,0,0,27,0,0,0,62,62,0,0,0,0,0,18,0,0,0,0,3,5,0,0,0,0,10,0
2021,"Hillingdon 030","E02000523",17,11,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,1,0,0,0,0,0,0,1,0,0,0,0,5
2021,"Hillingdon 031","E02000524",200,70,0,0,0,0,0,0,0,0,0,0,0,70,0,70,0,0,0,0,128,0,0,0,94,0,33,0,0,0,0,1,2
2021,"Hillingdon 032","E02000525",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,5,0,0,0,0,11,1
2021,"Hounslow 001","E02000526",184,57,0,0,0,0,0,0,0,0,0,0,0,57,57,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,14,110,3
2021,"Hounslow 004","E02000529",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2021,"Hounslow 005","E02000530",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,4
2021,"Hounslow 006","E02000531",71,48,0,0,0,0,0,0,0,0,0,0,0,48,22,26,0,0,0,0,14,0,0,0,0,0,4,0,0,0,10,0,9
2021,"Hounslow 007","E02000532",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021,"Hounslow 008","E02000533",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Hounslow 009","E02000534",97,39,0,0,0,0,0,0,0,0,0,0,0,39,0,39,0,0,0,0,56,0,0,0,0,0,56,0,0,0,0,0,2
2021,"Hounslow 010","E02000535",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,4
2021,"Hounslow 011","E02000536",132,102,0,0,0,0,0,0,0,0,0,0,0,102,73,29,0,0,0,0,26,0,0,0,0,0,26,0,0,0,0,0,4
2021,"Hounslow 012","E02000537",40,40,0,0,0,0,0,0,0,0,0,0,0,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Hounslow 013","E02000538",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0
2021,"Hounslow 014","E02000539",82,73,24,4,20,0,0,0,0,0,0,0,0,49,0,49,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0
2021,"Hounslow 015","E02000540",21,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,18,0,0,0,0,0,18,0,0,0,0,0,0
2021,"Hounslow 016","E02000541",34,12,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,20,0,0,0,0,0,1,0,0,0,0,19,2
2021,"Hounslow 017","E02000542",147,106,0,0,0,0,0,0,0,0,0,0,0,106,83,23,0,0,0,0,41,0,0,0,0,0,33,6,0,0,0,2,0
2021,"Hounslow 018","E02000543",34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,16,0,0,16,0,2,0
2021,"Hounslow 019","E02000544",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Hounslow 020","E02000545",53,52,0,0,0,0,0,0,0,0,0,0,0,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021,"Hounslow 021","E02000546",158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,158,0,0,0,0,0,0,0,0,0,0,0
2021,"Hounslow 022","E02000547",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2021,"Hounslow 023","E02000548",52,52,0,0,0,0,52,0,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Hounslow 024","E02000549",315,114,0,0,0,0,0,0,0,0,0,0,0,114,102,12,0,0,0,0,201,0,0,0,0,0,39,148,0,0,0,14,0
2021,"Hounslow 025","E02000550",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2
2021,"Hounslow 026","E02000551",26,26,0,0,0,0,0,0,0,0,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Hounslow 027","E02000552",246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,0,244,0,0,0,0,0,0,0,0,0,2
2021,"Hounslow 028","E02000553",8,6,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2021,"Islington 001","E02000554",53,26,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,26,17,0,0,0,0,0,0,17,0,0,0,0,10
2021,"Islington 002","E02000555",76,70,0,0,0,0,0,0,0,0,0,14,14,56,50,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5
2021,"Islington 003","E02000556",349,13,0,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,329,0,0,0,0,329,0,0,0,0,0,0,7
2021,"Islington 004","E02000557",72,63,0,0,0,0,0,0,0,0,0,0,0,63,59,0,0,0,4,0,4,0,0,0,0,0,4,0,0,0,0,0,5
2021,"Islington 005","E02000558",132,59,0,0,0,0,58,0,58,0,0,0,0,1,1,0,0,0,0,0,71,0,0,0,0,44,0,0,0,0,0,27,2
2021,"Islington 006","E02000559",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2021,"Islington 007","E02000560",116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,98,0,2,0,0,0,0,16
2021,"Islington 008","E02000561",204,14,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,14,172,0,0,0,0,110,0,6,0,6,0,50,18
2021,"Islington 009","E02000562",132,49,0,0,0,0,0,0,0,0,0,0,0,49,45,0,0,4,0,0,78,0,0,22,0,0,0,0,0,0,20,36,5
2021,"Islington 010","E02000563",106,89,0,0,0,0,0,0,0,0,0,45,45,44,0,0,0,0,0,44,8,0,0,0,0,0,6,0,0,0,0,2,9
2021,"Islington 011","E02000564",448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440,0,0,0,0,420,0,0,0,0,0,20,8
2021,"Islington 012","E02000565",202,48,0,0,0,0,0,0,0,0,0,48,48,0,0,0,0,0,0,0,149,0,0,0,0,116,0,4,0,28,0,1,5
2021,"Islington 013","E02000566",8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,2
2021,"Islington 014","E02000567",18,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,12,0,0,0,0,0,0,12,0,0,0,0,4
2021,"Islington 015","E02000568",915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,906,0,502,0,0,404,0,0,0,0,0,0,9
2021,"Islington 016","E02000569",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,13,0,0,0,0,1
2021,"Islington 017","E02000570",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,4
2021,"Islington 018","E02000571",36,36,0,0,0,0,9,0,0,9,0,14,14,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Islington 019","E02000572",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2021,"Islington 020","E02000573",221,62,0,0,0,0,0,0,0,0,0,0,0,62,62,0,0,0,0,0,155,0,0,0,0,142,0,0,0,0,0,13,4
2021,"Islington 021","E02000574",736,58,0,0,0,0,0,0,0,0,0,0,0,58,58,0,0,0,0,0,677,0,0,0,0,603,0,72,0,0,0,2,1
2021,"Islington 022","E02000575",1005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,953,0,0,0,0,914,22,0,0,10,0,7,52
2021,"Islington 023","E02000576",383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383,0,0,0,0,360,2,0,0,0,0,21,0
2021,"Kensington and Chelsea 001","E02000577",259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,0,0,0,0,257,0,0,0,0,0,0,2
2021,"Kensington and Chelsea 002","E02000578",181,152,67,0,67,0,0,0,0,0,0,0,0,85,38,46,0,1,0,0,27,0,0,0,0,0,0,0,0,0,27,0,2
2021,"Kensington and Chelsea 003","E02000579",39,15,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,20,0,0,0,0,17,0,3,0,0,0,0,4
2021,"Kensington and Chelsea 004","E02000580",2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021,"Kensington and Chelsea 005","E02000581",4,2,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2021,"Kensington and Chelsea 006","E02000582",317,37,0,0,0,0,0,0,0,0,0,0,0,37,37,0,0,0,0,0,266,0,0,0,0,61,2,139,0,0,12,52,14
2021,"Kensington and Chelsea 007","E02000583",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2021,"Kensington and Chelsea 008","E02000584",16,15,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1
2021,"Kensington and Chelsea 009","E02000585",73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,13,51,0,0,0,0,7,2
2021,"Kensington and Chelsea 010","E02000586",76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,10,54,0,0,0,11,0,1
2021,"Kensington and Chelsea 011","E02000587",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,27,0
2021,"Kensington and Chelsea 012","E02000588",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2021,"Kensington and Chelsea 013","E02000589",274,37,0,0,0,0,37,0,0,0,37,0,0,0,0,0,0,0,0,0,207,0,0,0,0,61,95,0,2,0,0,49,30
2021,"Kensington and Chelsea 014","E02000590",45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,12,0,0,0,0,32,1
2021,"Kensington and Chelsea 015","E02000591",131,13,0,0,0,0,0,0,0,0,0,0,0,13,0,12,0,0,0,1,109,0,0,0,0,0,79,0,0,4,0,26,9
2021,"Kensington and Chelsea 016","E02000592",158,31,0,0,0,0,0,0,0,0,0,0,0,31,0,31,0,0,0,0,127,0,0,0,0,75,38,13,0,0,0,1,0
2021,"Kensington and Chelsea 017","E02000593",104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,54,12,35,0,0,0,1,2
2021,"Kensington and Chelsea 018","E02000594",282,80,0,0,0,0,0,0,0,0,0,0,0,80,80,0,0,0,0,0,198,0,0,0,0,0,3,0,0,0,0,195,4
2021,"Kensington and Chelsea 019","E02000595",101,17,2,0,0,2,0,0,0,0,0,0,0,15,15,0,0,0,0,0,80,0,0,0,0,53,0,0,0,0,27,0,4
2021,"Kensington and Chelsea 020","E02000596",218,60,0,0,0,0,0,0,0,0,0,0,0,60,60,0,0,0,0,0,156,0,0,0,0,146,0,0,0,0,10,0,2
2021,"Kensington and Chelsea 021","E02000597",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Kingston upon Thames 001","E02000598",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Kingston upon Thames 002","E02000599",316,174,0,0,0,0,0,0,0,0,0,0,0,174,120,54,0,0,0,0,142,0,0,0,0,142,0,0,0,0,0,0,0
2021,"Kingston upon Thames 003","E02000600",64,60,4,4,0,0,0,0,0,0,0,0,0,56,56,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2
2021,"Kingston upon Thames 004","E02000601",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2021,"Kingston upon Thames 005","E02000602",654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647,0,0,0,0,266,206,0,0,0,0,175,7
2021,"Kingston upon Thames 006","E02000603",257,25,0,0,0,0,0,0,0,0,0,0,0,25,0,25,0,0,0,0,229,0,0,0,0,229,0,0,0,0,0,0,3
2021,"Kingston upon Thames 007","E02000604",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,25,0
2021,"Kingston upon Thames 008","E02000605",179,123,0,0,0,0,0,0,0,0,0,0,0,123,81,42,0,0,0,0,56,0,0,0,0,0,1,0,0,0,0,55,0
2021,"Kingston upon Thames 009","E02000606",442,36,0,0,0,0,30,0,0,0,30,0,0,6,0,6,0,0,0,0,404,0,0,0,0,266,2,0,0,0,0,136,2
2021,"Kingston upon Thames 010","E02000607",418,15,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15,403,0,0,0,0,384,0,2,0,0,0,17,0
2021,"Kingston upon Thames 011","E02000608",506,55,0,0,0,0,0,0,0,0,0,0,0,55,34,8,13,0,0,0,451,0,0,0,0,377,0,74,0,0,0,0,0
2021,"Kingston upon Thames 012","E02000609",59,55,0,0,0,0,0,0,0,0,0,0,0,55,12,30,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4
2021,"Kingston upon Thames 013","E02000610",156,155,0,0,0,0,47,0,35,12,0,0,0,108,52,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021,"Kingston upon Thames 014","E02000611",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Kingston upon Thames 015","E02000612",87,87,0,0,0,0,0,0,0,0,0,0,0,87,30,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Kingston upon Thames 016","E02000613",151,141,0,0,0,0,0,0,0,0,0,0,0,141,98,43,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,5
2021,"Kingston upon Thames 017","E02000614",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2021,"Kingston upon Thames 018","E02000615",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Kingston upon Thames 019","E02000616",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Kingston upon Thames 020","E02000617",56,56,0,0,0,0,30,0,0,30,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Lambeth 002","E02000619",52,32,0,0,0,0,0,0,0,0,0,0,0,32,0,13,0,0,0,19,15,0,0,0,0,0,0,0,0,0,0,15,5
2021,"Lambeth 003","E02000620",137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,12,0,0,0,119,4,0,0,0,0,0,2
2021,"Lambeth 004","E02000621",559,80,0,0,0,0,0,0,0,0,0,0,0,80,80,0,0,0,0,0,416,0,0,0,0,333,0,15,0,0,0,68,63
2021,"Lambeth 005","E02000622",93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,48,0,7,0,0,11,18,9
2021,"Lambeth 006","E02000623",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,25,0
2021,"Lambeth 007","E02000624",56,15,0,0,0,0,0,0,0,0,0,13,13,2,2,0,0,0,0,0,40,0,0,0,0,40,0,0,0,0,0,0,1
2021,"Lambeth 008","E02000625",44,28,0,0,0,0,0,0,0,0,0,0,0,28,28,0,0,0,0,0,14,0,0,0,0,0,14,0,0,0,0,0,2
2021,"Lambeth 009","E02000626",55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,48,7
2021,"Lambeth 010","E02000627",239,26,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0,0,0,0,159,0,46,0,0,0,0,8
2021,"Lambeth 011","E02000628",60,54,0,0,0,0,0,0,0,0,0,0,0,54,54,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3
2021,"Lambeth 012","E02000629",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021,"Lambeth 013","E02000630",63,59,0,0,0,0,0,0,0,0,0,59,59,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2
2021,"Lambeth 014","E02000631",79,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,72,0,0,0,0,6
2021,"Lambeth 015","E02000632",39,7,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,22,0,0,0,0,0,0,22,0,0,0,0,10
2021,"Lambeth 016","E02000633",26,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,19
2021,"Lambeth 017","E02000634",53,52,0,0,0,0,0,0,0,0,0,0,0,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021,"Lambeth 018","E02000635",40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,36,0,0,0,0,0,0,4
2021,"Lambeth 019","E02000636",37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,30,0,0,0,0,7
2021,"Lambeth 020","E02000637",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,4
2021,"Lambeth 021","E02000638",710,68,0,0,0,0,0,0,0,0,0,0,0,68,68,0,0,0,0,0,637,0,634,0,0,0,0,3,0,0,0,0,5
2021,"Lambeth 022","E02000639",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2021,"Lambeth 023","E02000640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Lambeth 024","E02000641",96,77,0,0,0,0,0,0,0,0,0,0,0,77,75,0,0,0,0,2,14,0,0,14,0,0,0,0,0,0,0,0,5
2021,"Lambeth 025","E02000642",12,12,0,0,0,0,0,0,0,0,0,0,0,12,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Lambeth 026","E02000643",57,20,0,0,0,0,0,0,0,0,0,0,0,20,9,11,0,0,0,0,37,0,0,0,0,0,0,0,0,0,22,15,0
2021,"Lambeth 027","E02000644",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Lambeth 028","E02000645",11,8,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0
2021,"Lambeth 029","E02000646",116,97,0,0,0,0,0,0,0,0,0,0,0,97,22,75,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,15,4
2021,"Lambeth 030","E02000647",148,59,0,0,0,0,0,0,0,0,0,0,0,59,52,7,0,0,0,0,24,0,0,24,0,0,0,0,0,0,0,0,65
2021,"Lambeth 031","E02000648",64,62,0,0,0,0,0,0,0,0,0,0,0,62,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2021,"Lambeth 032","E02000649",208,195,0,0,0,0,29,0,21,8,0,0,0,166,79,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
