"date","geography","geography code","Age: Total","Age: Aged 4 years and under","Age: Aged 5 to 9 years","Age: Aged 10 to 14 years","Age: Aged 15 to 19 years","Age: Aged 20 to 24 years","Age: Aged 25 to 29 years","Age: Aged 30 to 34 years","Age: Aged 35 to 39 years","Age: Aged 40 to 44 years","Age: Aged 45 to 49 years","Age: Aged 50 to 54 years","Age: Aged 55 to 59 years","Age: Aged 60 to 64 years","Age: Aged 65 to 69 years","Age: Aged 70 to 74 years","Age: Aged 75 to 79 years","Age: Aged 80 to 84 years","Age: Aged 85 years and over"
2021,"Newham 029","E02000742",8706,622,683,802,657,635,623,629,766,685,680,618,402,298,203,128,108,74,93
2021,"Newham 030","E02000743",10281,569,650,712,726,923,1172,1058,867,702,630,678,500,395,243,168,114,92,82
2021,"Newham 031","E02000744",9173,678,654,651,548,644,813,951,866,727,625,573,457,334,234,163,107,91,57
2021,"Newham 032","E02000745",8598,525,537,635,534,622,722,846,765,681,566,622,511,368,292,170,94,64,44
2021,"Newham 033","E02000746",9426,638,532,542,579,964,1019,1114,904,731,572,509,391,323,232,153,62,86,75
2021,"Newham 034","E02000747",13101,697,689,603,605,1043,2138,1926,1468,916,658,635,536,437,246,192,169,80,63
2021,"Newham 035","E02000748",6273,366,443,434,379,444,508,555,585,590,499,365,330,266,201,130,85,49,44
2021,"Newham 036","E02000749",9552,587,619,680,659,788,829,905,833,704,594,639,602,348,277,196,110,94,88
2021,"Redbridge 001","E02000751",11161,557,647,681,565,514,548,595,742,800,789,800,807,692,601,636,469,350,368
2021,"Redbridge 002","E02000752",8785,648,626,621,495,453,632,796,794,765,609,555,478,360,261,263,188,112,129
2021,"Redbridge 003","E02000753",6921,544,449,471,395,408,500,539,588,555,452,462,400,295,239,215,160,119,130
2021,"Redbridge 004","E02000754",6763,425,412,394,370,328,422,502,625,589,466,462,460,368,272,285,148,119,116
2021,"Redbridge 005","E02000755",5479,326,329,360,294,266,350,434,423,425,400,380,350,344,215,208,173,108,94
2021,"Redbridge 006","E02000756",14593,968,985,981,798,869,1048,1185,1194,1190,990,966,864,705,514,493,394,231,218
2021,"Redbridge 007","E02000757",12393,835,747,672,557,552,926,1100,1188,1072,890,811,705,648,470,459,294,218,249
2021,"Redbridge 008","E02000758",6884,377,467,485,480,438,410,418,502,505,465,457,460,404,282,256,169,160,149
2021,"Redbridge 009","E02000759",13088,891,937,864,730,676,816,1076,1229,1095,977,862,841,591,458,383,280,223,159
2021,"Redbridge 010","E02000760",7539,453,533,534,482,445,502,542,599,595,495,522,426,357,287,263,173,166,165
2021,"Redbridge 012","E02000762",6620,332,391,406,401,436,455,460,476,479,404,419,425,432,291,292,185,156,180
2021,"Redbridge 013","E02000763",8016,515,514,553,495,521,648,630,648,617,508,532,507,338,344,228,189,117,112
2021,"Redbridge 014","E02000764",12307,716,656,585,446,499,811,1042,1167,1086,828,824,706,759,517,559,415,306,385
2021,"Redbridge 015","E02000765",7526,531,549,514,413,484,547,710,702,577,461,414,413,355,255,200,130,124,147
2021,"Redbridge 017","E02000767",8620,548,666,646,469,479,565,705,785,778,601,485,403,373,340,261,198,136,182
2021,"Redbridge 018","E02000768",5788,348,365,391,276,247,354,356,422,452,438,394,404,316,237,324,177,141,146
2021,"Redbridge 020","E02000770",8124,475,548,580,562,611,615,611,619,630,566,504,440,377,334,266,157,117,112
2021,"Redbridge 022","E02000772",8386,530,668,642,641,504,619,662,697,722,644,488,423,313,297,193,131,111,101
2021,"Redbridge 023","E02000773",10733,801,805,775,873,835,757,809,817,785,785,718,558,454,297,226,163,130,145
2021,"Redbridge 024","E02000774",8107,658,599,575,532,536,613,729,805,601,507,438,353,334,270,207,142,125,83
2021,"Redbridge 026","E02000776",7036,503,555,513,451,428,511,564,584,614,472,426,367,327,244,184,121,96,76
2021,"Redbridge 027","E02000777",6003,430,401,339,296,265,306,413,468,480,409,427,378,383,320,276,179,135,98
2021,"Redbridge 029","E02000779",8420,774,626,510,462,554,696,856,832,680,536,445,371,317,261,167,117,100,116
2021,"Redbridge 031","E02000781",16293,1170,1174,1382,1334,1133,1073,1189,1247,1110,1216,987,807,699,519,434,324,245,250
2021,"Redbridge 032","E02000782",11488,974,985,900,798,784,874,1213,1010,938,761,649,472,370,258,179,102,114,107
2021,"Redbridge 033","E02000783",7397,572,626,638,597,594,474,570,633,609,523,418,353,262,182,132,76,75,63
2021,"Richmond upon Thames 001","E02000784",10130,474,598,735,594,428,457,501,581,770,855,827,830,597,479,509,377,266,252
2021,"Richmond upon Thames 002","E02000785",9714,491,580,565,407,349,548,659,735,764,808,787,676,545,419,490,354,294,243
2021,"Richmond upon Thames 003","E02000786",11376,895,791,661,432,364,619,919,1043,1000,908,863,731,534,406,492,321,211,186
2021,"Richmond upon Thames 004","E02000787",12086,801,796,763,528,457,756,1033,1155,1091,989,910,729,545,384,457,302,204,186
2021,"Richmond upon Thames 005","E02000788",9094,621,771,639,410,326,360,513,706,870,750,702,623,446,366,386,260,173,172
2021,"Richmond upon Thames 006","E02000789",6301,314,384,377,271,216,379,483,503,507,491,499,453,340,274,280,222,148,160
2021,"Richmond upon Thames 007","E02000790",6586,423,476,457,346,223,345,436,521,567,678,568,469,306,239,203,149,101,79
2021,"Richmond upon Thames 008","E02000791",6475,381,394,350,234,223,427,522,636,583,477,481,434,329,228,300,211,128,137
2021,"Richmond upon Thames 009","E02000792",7149,339,416,517,357,237,348,442,499,619,647,620,487,351,308,321,264,151,226
2021,"Richmond upon Thames 010","E02000793",8107,423,492,537,427,448,426,466,592,678,623,606,527,465,366,352,283,183,213
2021,"Richmond upon Thames 011","E02000794",7015,422,470,484,364,286,371,477,555,641,645,533,438,318,289,273,187,122,140
2021,"Richmond upon Thames 012","E02000795",6927,369,527,620,430,245,219,225,363,522,605,596,492,337,291,356,329,196,205
2021,"Richmond upon Thames 013","E02000796",11087,625,765,781,690,605,570,660,824,875,798,825,703,575,485,490,339,240,237
2021,"Richmond upon Thames 014","E02000797",7869,512,516,470,328,357,552,692,685,731,710,559,467,353,302,260,170,108,97
2021,"Richmond upon Thames 015","E02000798",11304,676,817,959,686,472,488,607,796,1016,1050,976,763,528,427,417,268,160,198
2021,"Richmond upon Thames 016","E02000799",6604,275,349,423,732,588,327,269,330,428,472,510,498,341,305,302,209,124,122
2021,"Richmond upon Thames 017","E02000800",5413,300,401,489,347,195,198,241,310,480,472,431,381,298,244,242,182,107,95
2021,"Richmond upon Thames 018","E02000801",7111,429,507,477,341,306,337,403,538,568,639,572,547,395,309,322,224,109,88
2021,"Richmond upon Thames 019","E02000802",7023,329,444,513,306,285,370,425,469,598,584,521,521,391,326,349,245,162,185
2021,"Richmond upon Thames 020","E02000803",9714,524,628,630,508,415,478,528,637,783,729,714,746,576,523,512,308,242,233
2021,"Richmond upon Thames 021","E02000804",7148,404,414,381,331,381,384,427,512,599,570,589,507,406,318,364,244,141,176
2021,"Richmond upon Thames 022","E02000805",10755,530,645,738,598,425,563,600,706,861,908,882,816,664,522,477,329,252,239
2021,"Richmond upon Thames 023","E02000806",10299,542,632,663,487,400,432,570,647,810,839,837,817,611,545,576,379,240,272
2021,"Southwark 001","E02000807",8231,418,347,253,209,564,1323,1192,991,650,502,423,392,301,254,184,100,70,58
2021,"Southwark 002","E02000808",10169,314,244,272,950,1569,1632,1204,781,557,504,544,498,375,240,197,116,88,84
2021,"Southwark 004","E02000810",11898,599,674,610,581,883,1599,1610,1121,811,738,730,617,439,271,293,142,93,87
2021,"Southwark 006","E02000812",10785,450,523,603,621,1305,1435,1039,879,692,720,617,591,457,248,217,137,110,141
2021,"Southwark 007","E02000813",10217,483,575,559,477,929,1462,1378,909,692,557,618,502,356,261,182,114,78,85
2021,"Southwark 008","E02000814",10291,577,436,362,269,816,1650,1575,1221,750,603,506,471,368,263,179,109,59,77
2021,"Southwark 009","E02000815",7613,313,255,274,690,1264,1336,827,624,471,369,327,296,229,127,85,59,39,28
2021,"Southwark 010","E02000816",9608,555,503,511,470,885,1126,1087,891,708,635,555,547,373,233,204,119,102,104
2021,"Southwark 011","E02000817",6821,350,395,404,364,531,767,652,500,456,463,410,401,365,230,183,112,118,120
2021,"Southwark 012","E02000818",9794,442,379,443,424,1046,1559,1237,914,671,534,525,465,372,239,190,153,105,96
2021,"Southwark 013","E02000819",8499,489,448,511,472,889,911,834,664,571,487,641,539,379,210,150,116,102,86
2021,"Southwark 014","E02000820",9245,399,407,469,579,995,1157,1062,760,663,575,567,531,340,245,219,128,70,79
2021,"Southwark 015","E02000821",9354,594,594,636,655,704,853,835,665,753,716,733,590,382,210,163,101,99,71
2021,"Southwark 016","E02000822",6718,358,422,428,428,579,785,628,497,451,416,483,425,325,166,136,64,59,68
2021,"Southwark 017","E02000823",8686,379,419,457,451,752,1127,875,700,596,567,647,562,398,227,204,148,88,89
2021,"Southwark 018","E02000824",9899,545,651,690,684,840,1018,888,678,646,669,728,585,514,246,191,141,107,78
2021,"Southwark 019","E02000825",10225,558,620,695,755,840,1072,934,728,634,672,760,660,528,317,193,101,86,72
2021,"Southwark 020","E02000826",9881,555,476,496,598,766,1145,1226,802,720,646,659,572,396,263,192,141,104,124
2021,"Southwark 021","E02000827",11311,603,552,656,627,770,1350,1223,931,760,812,775,725,516,359,277,139,156,80
2021,"Southwark 022","E02000828",8812,457,480,487,500,848,1027,997,682,550,548,638,547,397,218,164,124,89,59
2021,"Southwark 023","E02000829",10925,633,579,520,460,682,1443,1393,962,728,615,723,686,519,287,236,180,147,132
2021,"Southwark 024","E02000830",8885,423,391,373,385,609,1253,1108,766,664,566,640,515,413,229,202,154,103,91
2021,"Southwark 025","E02000831",9352,566,454,460,377,558,1286,1236,827,722,601,554,511,374,259,208,150,108,101
2021,"Southwark 026","E02000832",9686,586,483,498,450,660,1056,1044,860,623,658,646,614,455,317,307,181,140,108
2021,"Southwark 027","E02000833",7488,437,499,517,379,454,724,779,649,575,529,512,516,318,201,142,102,80,75
2021,"Southwark 028","E02000834",9390,626,509,381,270,489,1249,1274,958,786,625,502,485,405,263,226,148,99,95
2021,"Southwark 029","E02000835",7682,596,501,559,350,337,606,755,752,636,563,526,450,374,250,145,107,95,80
2021,"Southwark 030","E02000836",8294,632,508,450,335,307,739,936,817,711,586,545,484,379,309,189,149,117,101
2021,"Southwark 031","E02000837",8560,483,628,746,474,327,513,428,524,666,740,622,624,495,372,353,228,166,171
2021,"Southwark 032","E02000838",9498,636,584,533,468,424,837,982,846,814,806,576,562,504,299,247,146,123,111
2021,"Southwark 033","E02000839",8481,525,606,618,537,324,546,673,677,734,687,557,504,411,292,292,235,130,133
2021,"Sutton 001","E02000840",9316,643,711,781,596,504,622,774,806,711,703,645,574,403,275,215,139,100,114
2021,"Sutton 002","E02000841",9185,554,636,720,643,553,610,649,709,735,646,720,607,470,316,222,161,127,107
2021,"Sutton 003","E02000842",8283,441,538,527,494,442,412,470,590,655,590,602,597,452,428,406,239,204,196
2021,"Sutton 004","E02000843",9471,799,671,556,369,390,738,1065,1063,814,604,582,528,395,280,226,141,134,116
2021,"Sutton 005","E02000844",8659,515,591,646,605,497,497,654,664,673,609,658,566,416,300,303,170,166,129
2021,"Sutton 006","E02000845",9419,647,711,659,484,423,481,683,814,865,802,665,597,441,322,298,216,157,154
2021,"Sutton 007","E02000846",7614,413,505,558,417,391,370,485,560,621,565,573,509,365,356,319,244,152,211
2021,"Sutton 008","E02000847",9421,565,612,561,463,449,475,550,725,751,630,592,623,517,473,525,387,245,278
2021,"Sutton 009","E02000848",8139,413,530,682,564,404,433,391,587,650,663,547,567,471,306,324,259,166,182
2021,"Sutton 010","E02000849",8172,540,565,522,425,375,470,545,695,690,568,634,532,403,342,327,244,151,144
2021,"Sutton 011","E02000850",10835,611,631,764,678,566,581,656,746,802,861,835,812,604,479,485,312,199,213
2021,"Sutton 012","E02000851",11584,917,816,705,478,573,1030,1205,1171,998,822,659,582,407,342,285,238,176,180
2021,"Sutton 013","E02000852",8146,509,582,547,392,343,475,586,696,743,611,580,568,371,302,298,199,174,170
2021,"Sutton 014","E02000853",8171,531,622,602,428,355,462,601,693,701,606,581,524,401,300,294,182,142,146
2021,"Sutton 015","E02000854",7614,498,534,470,360,297,432,491,585,696,553,584,488,419,352,302,230,153,170
2021,"Sutton 016","E02000855",8206,405,519,550,448,392,423,392,463,641,593,620,601,514,432,422,307,227,257
2021,"Sutton 017","E02000856",9329,556,624,640,466,441,505,646,769,762,720,665,576,508,405,392,268,204,182
2021,"Sutton 018","E02000857",8997,559,587,493,338,330,686,870,874,830,642,543,453,393,326,314,234,209,316
2021,"Sutton 019","E02000858",8570,560,661,718,609,483,579,630,646,671,558,603,533,377,249,271,197,130,95
2021,"Sutton 020","E02000859",8488,410,542,583,480,352,404,482,550,635,636,577,546,489,420,453,322,253,354
2021,"Sutton 021","E02000860",8785,619,587,486,334,318,756,889,908,726,598,563,474,364,327,304,191,166,175
2021,"Sutton 022","E02000861",7773,337,484,551,420,330,324,307,393,589,580,567,610,534,455,474,384,215,219
2021,"Sutton 024","E02000863",6741,319,414,460,424,345,283,297,398,500,505,505,506,426,403,385,245,165,161
2021,"Tower Hamlets 001","E02000864",11264,711,642,620,564,833,1407,1713,1183,810,566,510,507,386,243,204,130,110,125
2021,"Tower Hamlets 002","E02000865",7959,461,435,513,487,705,1079,925,634,541,547,436,331,292,206,136,102,61,68
2021,"Tower Hamlets 003","E02000866",10651,678,538,526,507,910,1336,1379,1018,717,608,591,517,421,313,247,149,97,99
2021,"Tower Hamlets 004","E02000867",11331,600,476,518,490,980,2057,1797,1283,819,564,500,379,283,229,139,90,60,67
2021,"Tower Hamlets 005","E02000868",7195,362,305,367,410,719,1130,1060,744,503,391,301,267,196,115,115,76,68,66
2021,"Tower Hamlets 006","E02000869",5935,297,308,376,284,522,719,708,539,467,384,335,287,212,154,128,90,69,56
2021,"Tower Hamlets 007","E02000870",6371,355,418,356,383,604,852,754,556,468,355,307,258,217,166,141,66,53,62
2021,"Tower Hamlets 008","E02000871",11515,846,807,767,706,1080,1439,1484,1034,818,670,557,407,285,237,122,87,96,73
2021,"Tower Hamlets 009","E02000872",8143,394,417,435,442,937,1392,1128,742,507,424,439,255,218,137,95,66,56,59
2021,"Tower Hamlets 010","E02000873",9848,628,600,549,1563,1138,1112,975,787,665,491,364,321,216,158,102,65,55,59
2021,"Tower Hamlets 011","E02000874",7498,451,518,488,473,878,898,947,639,585,433,326,259,203,166,70,64,58,42
2021,"Tower Hamlets 012","E02000875",13570,858,899,912,968,1315,1774,1665,1314,1000,803,596,459,349,241,176,95,97,49
2021,"Tower Hamlets 013","E02000876",7275,437,421,316,333,842,1196,977,687,463,402,341,234,250,142,93,54,47,40
2021,"Tower Hamlets 014","E02000877",13813,901,928,912,811,1521,1830,1877,1346,996,801,560,349,320,216,151,117,92,85
2021,"Tower Hamlets 015","E02000878",10433,479,433,438,595,1540,1934,1306,906,682,532,388,294,311,218,104,110,96,67
2021,"Tower Hamlets 016","E02000879",8342,511,509,532,561,901,973,818,677,544,493,434,359,293,208,187,141,111,90
2021,"Tower Hamlets 017","E02000880",6515,471,388,388,403,762,855,753,548,531,376,273,199,182,145,84,52,54,51
2021,"Tower Hamlets 018","E02000881",10831,825,752,772,797,1075,1430,1254,975,747,503,490,372,278,236,127,79,55,64
2021,"Tower Hamlets 019","E02000882",11501,804,828,814,845,1112,1323,1263,933,827,745,537,455,302,208,204,100,109,92
2021,"Tower Hamlets 020","E02000883",9287,631,718,725,794,811,1036,901,720,710,543,515,303,266,207,146,93,74,94
2021,"Tower Hamlets 021","E02000884",12764,699,593,560,856,2189,2298,1712,1097,820,551,412,265,243,164,108,76,61,60
2021,"Tower Hamlets 022","E02000885",7054,467,479,516,464,705,735,658,599,506,456,369,258,241,183,148,110,81,79
2021,"Tower Hamlets 023","E02000886",9590,579,522,474,433,919,1455,1338,1011,692,652,455,371,207,184,147,63,49,39
2021,"Tower Hamlets 024","E02000887",10802,779,778,743,721,979,1299,1248,1051,778,645,526,348,280,217,156,94,69,91
2021,"Tower Hamlets 025","E02000888",8617,572,501,520,448,751,1154,1232,811,661,545,428,328,230,164,104,68,56,44
2021,"Tower Hamlets 026","E02000889",8962,494,447,501,350,833,1485,1310,888,731,514,386,287,259,175,119,73,66,44
2021,"Tower Hamlets 027","E02000890",5815,309,167,141,128,386,825,878,617,483,440,345,313,267,204,148,68,43,53
2021,"Tower Hamlets 030","E02000893",7412,488,468,399,359,595,834,838,713,691,450,359,377,246,183,167,92,70,83
2021,"Tower Hamlets 031","E02000894",11006,783,611,522,415,911,1394,1500,1379,1031,692,459,439,311,192,154,94,60,59
2021,"Waltham Forest 001","E02000895",8370,450,453,518,496,485,462,491,515,524,549,660,562,462,415,436,340,283,269
2021,"Waltham Forest 002","E02000896",9329,551,527,506,447,460,578,618,638,668,657,737,622,543,475,442,320,236,304
2021,"Waltham Forest 003","E02000897",8569,466,552,562,516,456,522,633,593,643,618,654,589,457,326,318,248,217,199
2021,"Waltham Forest 004","E02000898",8013,452,491,482,445,381,504,515,603,486,551,616,582,472,400,346,268,219,200
2021,"Waltham Forest 005","E02000899",8806,508,556,531,482,462,605,618,666,644,592,621,615,491,393,325,275,213,209
2021,"Waltham Forest 006","E02000900",8974,585,575,626,592,521,637,678,675,632,599,626,615,448,327,316,219,152,151
2021,"Waltham Forest 007","E02000901",10494,696,680,618,588,578,622,804,817,807,744,829,724,578,421,384,262,170,172
2021,"Waltham Forest 008","E02000902",9963,790,773,688,623,509,678,833,902,794,731,663,588,459,256,264,183,124,105
2021,"Waltham Forest 009","E02000903",10273,692,692,762,716,663,804,982,937,853,672,642,572,426,288,216,159,103,94
2021,"Waltham Forest 010","E02000904",8425,547,587,516,491,479,529,762,883,808,568,584,533,363,272,201,139,89,74
2021,"Waltham Forest 011","E02000905",10472,941,740,664,541,488,701,993,1084,1114,781,643,564,410,245,254,126,98,85
2021,"Waltham Forest 012","E02000906",9656,664,617,644,571,502,709,1104,1012,893,765,676,427,342,229,184,154,85,78
2021,"Waltham Forest 013","E02000907",10581,810,728,765,714,592,860,1120,942,870,747,618,555,409,259,205,150,127,110
2021,"Waltham Forest 014","E02000908",12903,836,728,740,738,737,1360,1763,1521,1124,835,669,563,478,265,192,127,129,98
2021,"Waltham Forest 015","E02000909",9245,665,690,558,392,396,686,913,1006,839,723,643,521,383,297,211,131,102,89
2021,"Waltham Forest 016","E02000910",11429,794,710,533,455,570,1162,1503,1230,919,795,703,591,419,350,272,166,137,120
2021,"Waltham Forest 017","E02000911",12960,915,807,740,624,639,1174,1702,1559,1160,915,777,634,424,295,243,152,121,79
2021,"Waltham Forest 018","E02000912",9741,709,602,569,561,617,765,964,999,819,725,618,498,368,292,241,181,114,99
2021,"Waltham Forest 019","E02000913",9640,690,644,630,614,587,711,850,898,888,608,602,431,422,346,249,208,173,89
2021,"Waltham Forest 020","E02000914",11799,846,786,772,680,734,999,1171,1100,1006,917,750,606,468,333,220,155,142,114
2021,"Waltham Forest 021","E02000915",8113,519,454,372,324,407,705,1023,871,683,516,494,456,360,368,224,150,102,85
2021,"Waltham Forest 022","E02000916",10559,766,637,566,559,606,968,1267,1158,906,695,677,543,449,262,180,127,109,84
2021,"Waltham Forest 023","E02000917",9589,781,553,449,412,489,889,1350,1172,873,633,562,414,347,221,174,114,88,68
2021,"Waltham Forest 024","E02000918",9324,641,545,500,416,562,843,1091,1017,769,637,599,462,423,292,243,129,86,69
2021,"Waltham Forest 025","E02000919",9239,683,481,380,376,548,976,1205,1032,836,597,577,428,315,259,192,130,120,104
2021,"Waltham Forest 026","E02000920",10302,625,557,623,571,677,1019,1259,1041,817,703,603,499,411,309,188,150,117,133
2021,"Waltham Forest 027","E02000921",11196,678,660,626,615,812,1129,1202,1092,826,783,697,680,467,304,273,174,106,72
2021,"Waltham Forest 028","E02000922",10462,682,616,672,583,616,944,1124,1121,903,687,590,584,483,301,210,151,110,85
2021,"Wandsworth 001","E02000923",7527,367,313,267,242,406,957,919,547,526,515,493,421,321,288,306,233,190,216
2021,"Wandsworth 003","E02000925",7900,472,421,459,355,597,943,829,621,620,531,515,456,329,222,192,128,134,76
2021,"Wandsworth 004","E02000926",11639,617,496,392,304,772,2109,1653,1207,885,671,636,520,399,296,282,177,123,100
2021,"Wandsworth 005","E02000927",7100,366,291,274,210,572,1228,852,600,460,411,399,372,272,243,208,148,103,91
2021,"Wandsworth 006","E02000928",8354,463,447,432,290,502,967,833,701,642,577,586,444,369,333,311,207,136,114
2021,"Wandsworth 007","E02000929",8103,512,441,500,440,612,974,940,692,550,461,445,486,294,211,187,135,112,111
2021,"Wandsworth 008","E02000930",10084,472,366,330,239,1221,2381,1408,777,594,486,430,405,317,218,172,109,99,60
2021,"Wandsworth 009","E02000931",8817,623,601,435,244,609,1534,964,800,705,589,513,372,240,170,168,121,68,61
2021,"Wandsworth 010","E02000932",12841,664,538,434,316,800,2416,1973,1277,1072,794,621,546,371,342,259,182,148,88
2021,"Wandsworth 011","E02000933",8867,407,424,425,368,473,990,911,787,641,628,605,537,416,358,369,223,141,164
2021,"Wandsworth 012","E02000934",8915,405,274,260,211,682,1915,1373,833,623,505,413,381,298,225,213,136,91,77
2021,"Wandsworth 013","E02000935",7372,467,552,523,755,1036,503,528,462,481,381,406,329,262,175,160,149,91,112
2021,"Wandsworth 014","E02000936",9365,410,392,351,317,637,1415,1266,979,696,606,543,444,323,247,254,190,140,155
2021,"Wandsworth 015","E02000937",8160,538,606,559,387,465,917,717,647,713,644,594,425,301,221,173,118,63,72
2021,"Wandsworth 016","E02000938",10766,690,740,624,535,652,771,902,1011,910,817,651,593,487,318,361,255,190,259
2021,"Wandsworth 017","E02000939",7819,547,614,572,358,385,752,527,582,635,592,567,434,351,242,215,166,106,174
2021,"Wandsworth 018","E02000940",9323,485,429,440,323,559,1512,1357,1040,813,521,504,381,271,213,178,129,91,77
2021,"Wandsworth 019","E02000941",10175,737,631,512,347,576,1323,1206,943,805,655,639,537,371,256,259,174,116,88
2021,"Wandsworth 020","E02000942",9688,596,541,573,406,532,1058,858,863,750,731,639,550,434,343,325,225,143,121
2021,"Wandsworth 021","E02000943",8721,456,375,335,236,676,1765,1182,697,597,507,448,395,302,211,177,137,127,98
2021,"Wandsworth 022","E02000944",7637,472,476,504,426,518,719,760,673,642,512,455,445,328,232,169,114,84,108
2021,"Wandsworth 023","E02000945",7842,447,506,531,543,812,731,577,623,554,503,482,396,336,260,199,151,94,97
2021,"Wandsworth 024","E02000946",8434,497,381,344,339,561,1236,1254,875,656,524,492,367,262,208,186,99,74,79
2021,"Wandsworth 025","E02000947",9343,802,530,426,267,391,1037,1296,1036,838,631,531,425,341,233,223,154,98,84
2021,"Wandsworth 026","E02000948",10028,512,401,349,257,760,2203,1394,894,641,598,454,366,319,222,218,181,126,133
2021,"Wandsworth 027","E02000949",10003,511,467,460,317,596,1639,1126,794,738,661,624,622,398,288,338,171,126,127
2021,"Wandsworth 028","E02000950",7587,409,439,431,382,454,712,734,744,669,521,471,429,308,274,238,176,94,102
2021,"Wandsworth 029","E02000951",6427,297,252,254,210,532,1216,829,438,393,385,367,337,269,205,157,107,88,91
2021,"Wandsworth 030","E02000952",6149,317,265,270,205,486,1134,664,428,371,425,394,332,259,168,174,113,69,75
2021,"Wandsworth 031","E02000953",7502,563,348,297,385,511,1001,1121,832,615,458,345,301,230,153,129,101,55,57
2021,"Wandsworth 032","E02000954",6101,351,322,246,231,528,951,660,507,419,323,342,286,222,187,171,139,110,106
2021,"Wandsworth 033","E02000955",6881,353,376,317,324,560,1077,743,561,537,377,324,320,263,207,211,129,121,81
2021,"Wandsworth 034","E02000956",7424,360,315,325,297,905,1252,878,661,543,395,365,311,267,146,158,90,83,73
2021,"Wandsworth 035","E02000957",10858,626,580,464,359,824,1800,1436,973,793,628,570,481,356,267,250,158,163,130
2021,"Wandsworth 036","E02000958",8274,421,498,560,622,576,685,581,622,557,563,574,520,375,330,276,192,166,156
2021,"Wandsworth 037","E02000959",7864,521,505,444,376,502,749,815,799,570,609,512,440,315,230,164,129,102,82
2021,"Westminster 001","E02000960",6154,263,290,325,271,402,534,569,505,474,529,381,371,262,232,225,185,149,187
2021,"Westminster 002","E02000961",9815,549,533,601,550,725,941,958,784,730,634,757,613,371,300,262,200,150,157
2021,"Westminster 003","E02000962",7709,318,297,304,310,528,863,860,675,526,469,553,404,365,314,320,241,178,184
2021,"Westminster 004","E02000963",10529,563,573,601,683,798,981,913,768,658,716,820,715,572,392,279,228,164,105
2021,"Westminster 005","E02000964",12140,579,517,632,682,1007,1287,1200,937,910,812,914,791,627,453,293,214,159,126
2021,"Westminster 006","E02000965",7875,413,322,288,232,682,999,988,858,651,521,491,437,321,246,166,135,70,55
2021,"Westminster 007","E02000966",9253,428,425,372,376,567,806,969,769,813,776,723,649,399,351,336,216,148,130
2021,"Westminster 008","E02000967",6059,220,182,198,233,675,904,746,456,382,341,373,338,214,195,194,162,116,130
2021,"Westminster 009","E02000968",14480,717,662,879,1022,1558,1473,1245,831,778,909,961,990,651,525,444,302,326,207
2021,"Westminster 010","E02000969",9604,457,504,663,716,794,844,916,688,651,663,713,601,460,283,214,147,147,143
2021,"Westminster 011","E02000970",6832,244,183,227,230,604,763,718,575,441,433,520,472,435,293,259,174,110,151
2021,"Westminster 012","E02000971",7474,254,227,212,270,865,1090,913,639,540,505,465,397,287,244,207,160,105,94
2021,"Westminster 013","E02000972",7875,179,205,194,323,1210,1048,890,632,549,507,494,449,384,237,198,149,148,79
2021,"Westminster 014","E02000973",9957,457,339,305,335,863,1236,1180,898,812,770,636,588,447,302,317,226,127,119
2021,"Westminster 015","E02000974",8699,377,283,313,571,1047,1020,915,671,601,555,526,450,364,310,264,200,112,120
2021,"Westminster 016","E02000975",7412,279,202,141,256,866,1188,968,681,507,465,485,369,255,187,235,168,79,81
2021,"Westminster 017","E02000976",8433,332,280,254,305,879,1129,1095,804,648,574,522,390,304,254,221,219,116,107
2021,"Westminster 018","E02000977",6389,173,115,138,420,841,740,600,526,447,377,448,405,326,271,222,150,89,101
2021,"Westminster 019","E02000978",7129,281,277,255,901,749,503,379,361,442,439,534,496,413,291,276,212,161,159
2021,"Westminster 020","E02000979",8086,284,285,366,447,814,988,790,588,503,534,567,473,372,343,269,208,132,123
2021,"Westminster 021","E02000980",8729,298,328,359,393,873,991,871,620,529,598,678,529,448,393,308,227,135,151
2021,"Westminster 022","E02000981",8271,219,222,267,286,781,1221,930,667,486,536,737,493,490,292,273,189,82,100
2021,"Westminster 023","E02000982",7638,303,314,370,443,562,751,648,592,541,598,568,494,405,317,273,214,124,121
2021,"Westminster 024","E02000983",7695,317,314,376,392,638,953,650,564,441,496,515,510,408,284,282,220,154,181
2021,"Bromley 040","E02006782",8126,483,519,517,438,403,438,510,614,537,576,584,563,495,361,391,260,212,225
2021,"Lewisham 037","E02006783",7775,464,584,686,578,460,477,582,633,548,575,611,534,346,231,158,112,108,88
2021,"Lewisham 038","E02006784",7964,404,522,581,529,456,482,492,640,618,581,579,544,422,354,286,176,146,152
2021,"Bexley 029","E02006785",6623,375,369,414,370,307,388,451,556,442,401,464,471,452,310,286,235,174,158
2021,"Greenwich 033","E02006786",7560,490,550,557,434,425,524,649,569,574,528,556,499,364,276,246,137,112,70
2021,"Bromley 041","E02006787",7895,519,525,583,428,306,368,431,604,677,691,583,525,446,340,350,212,136,171
2021,"Croydon 045","E02006788",7613,515,504,577,487,428,499,598,600,572,532,572,542,387,279,236,125,85,75
2021,"Bromley 042","E02006789",6780,297,358,383,357,305,301,304,329,368,379,498,515,499,388,546,412,295,246
2021,"Ealing 040","E02006791",7566,452,391,345,277,413,647,857,786,707,604,498,437,318,248,240,186,95,65
